,movieId,occurrences
789,805,11232
790,806,523
791,807,196
792,808,752
793,809,1288
794,810,1842
795,812,30
796,813,450
797,814,12
798,815,25
799,816,71
800,818,2669
801,819,54
802,820,62
803,821,44
804,822,33
805,823,121
806,824,357
807,825,24
808,826,20
809,827,151
810,828,1385
811,829,1726
812,830,6098
813,831,208
814,832,13849
815,833,1354
816,834,182
817,835,889
818,836,4620
819,837,5800
820,838,7420
821,839,3722
822,840,642
823,841,615
824,842,1901
825,843,55
826,844,155
827,845,66
828,846,378
829,847,109
830,848,1893
831,849,7751
832,850,247
833,851,1528
834,852,9849
835,853,103
836,854,211
837,855,32
838,856,53
839,857,44
840,858,52498
841,859,15
842,860,327
843,861,2371
844,862,334
845,864,82
846,865,90
847,866,5844
848,867,314
849,868,79
850,869,529
851,870,436
852,871,52
853,872,69
854,873,39
855,874,68
856,875,471
857,876,273
858,877,153
859,878,27
860,879,2104
861,880,5033
862,881,1040
863,882,757
864,884,48
865,885,589
866,886,1633
867,887,35
868,889,115
869,890,26
870,891,1934
871,892,1266
872,893,528
873,894,35
874,895,53
875,896,444
876,897,808
877,898,6499
878,899,10895
879,900,2913
880,901,1569
881,902,10145
882,903,15945
883,904,20162
884,905,4313
885,906,2118
886,907,823
887,908,16850
888,909,5621
889,910,11549
890,911,4259
891,912,26890
892,913,12257
893,914,9692
894,915,5167
895,916,6420
896,917,1026
897,918,1830
898,919,24658
899,920,14668
900,921,2209
901,922,7368
902,923,19091
903,924,28820
904,925,86
905,926,5068
906,927,865
907,928,4905
908,929,960
909,930,5062
910,931,2287
911,932,2074
912,933,4827
913,934,3592
914,935,607
915,936,1394
916,937,503
917,938,1616
918,939,102
919,940,3714
920,941,897
921,942,2782
922,943,1616
923,944,1012
924,945,2029
925,946,1424
926,947,1794
927,948,1648
928,949,2114
929,950,3318
930,951,4145
931,952,2296
932,953,15384
933,954,5714
934,955,4452
935,956,349
936,957,209
937,958,92
938,959,372
939,960,157
940,961,235
941,962,98
942,963,510
943,964,315
944,965,3630
945,966,117
946,967,158
947,968,8005
948,969,10279
949,970,375
950,971,2892
951,972,109
952,973,909
953,974,127
954,975,27
955,976,406
956,977,9
957,979,36
958,980,110
959,981,190
960,982,549
961,983,21
962,984,206
963,985,53
964,986,2628
965,987,256
966,988,496
967,989,70
968,990,874
969,991,2358
970,992,239
971,993,226
972,994,4844
973,996,3087
974,997,191
975,998,776
976,999,2881
977,1000,201
978,1001,33
979,1002,129
980,1003,1506
981,1004,1473
982,1005,1943
983,1006,1403
984,1007,1692
985,1008,728
986,1009,2411
987,1010,2392
988,1011,1434
989,1012,3204
990,1013,4261
991,1014,1518
992,1015,3601
993,1016,1342
994,1017,3083
995,1018,1141
996,1019,5689
997,1020,6804
998,1021,3395
999,1022,9603
1000,1023,3095
1001,1024,1082
1002,1025,5815
1003,1026,119
1004,1027,8068
1005,1028,15121
1006,1029,9088
1007,1030,3092
1008,1031,4121
1009,1032,8408
1010,1033,4558
1011,1034,1456
1012,1035,15248
1013,1036,36716
1014,1037,6637
1015,1038,216
1016,1039,51
1017,1040,142
1018,1041,5162
1019,1042,7785
1020,1043,1107
1021,1044,466
1022,1045,43
1023,1046,1249
1024,1047,8165
1025,1049,4756
1026,1050,1589
1027,1051,1274
1028,1052,42
1029,1053,195
1030,1054,726
1031,1055,300
1032,1056,682
1033,1057,3107
1034,1058,123
1035,1059,10455
1036,1060,9319
1037,1061,8381
1038,1062,72
1039,1063,145
1040,1065,17
1041,1066,1318
1042,1067,132
1043,1068,322
1044,1069,756
1045,1070,62
1046,1071,47
1047,1073,28079
1048,1075,120
1049,1076,556
1050,1077,6751
1051,1078,3496
1052,1079,19715
1053,1080,22484
1054,1081,3589
1055,1082,1707
1056,1083,1450
1057,1084,9247
1058,1085,1162
1059,1086,5999
1060,1087,244
1061,1088,11935
1062,1089,34634
1063,1090,16796
1064,1091,4943
1065,1092,11109
1066,1093,7266
1067,1094,11377
1068,1095,6161
1069,1096,3552
1070,1097,34602
1071,1098,118
1072,1099,1967
1073,1100,5175
1074,1101,20453
1075,1102,74
1076,1103,5806
1077,1104,6223
1078,1105,873
1079,1106,37
1080,1107,76
1081,1109,12
1082,1110,28
1083,1111,1725
1084,1112,360
1085,1113,964
1086,1114,448
1087,1115,33
1088,1116,159
1089,1117,237
1090,1118,25
1091,1119,166
1092,1120,8668
1093,1121,115
1094,1122,15
1095,1123,188
1096,1124,4327
1097,1125,4899
1098,1126,2901
1099,1127,17568
1100,1128,1833
1101,1129,9177
1102,1130,1939
1103,1131,3142
1104,1132,2879
1105,1133,100
1106,1134,53
1107,1135,3704
1108,1136,37723
1109,1137,67
1110,1138,46
1111,1139,24
1112,1140,28
1113,1141,5
1114,1142,55
1115,1143,52
1116,1144,152
1117,1145,51
1118,1146,32
1119,1147,3576
1120,1148,15270
1121,1149,54
1122,1150,1501
1123,1151,367
1124,1152,170
1125,1153,150
1126,1154,119
1127,1155,9
1128,1156,46
1129,1157,33
1130,1158,13
1131,1159,19
1132,1160,40
1133,1161,1438
1134,1162,753
1135,1163,217
1136,1164,196
1137,1165,33
1138,1166,34
1139,1167,800
1140,1168,199
1141,1169,285
1142,1170,149
1143,1171,3026
1144,1172,9456
1145,1173,2931
1146,1174,99
1147,1175,7301
1148,1176,1780
1149,1177,1705
1150,1178,4254
1151,1179,6152
1152,1180,428
1153,1181,92
1154,1183,14748
1155,1184,970
1156,1185,5325
1157,1186,6613
1158,1187,1076
1159,1188,7084
1160,1189,2738
1161,1190,1481
1162,1191,1500
1163,1192,1126
1164,1193,36058
1165,1194,2514
1166,1196,57361
1167,1197,37863
1168,1198,54675
1169,1199,15455
1170,1200,31684
1171,1201,18162
1172,1202,1707
1173,1203,16569
1174,1204,13173
1175,1206,29856
1176,1207,15986
1177,1208,26370
1178,1209,5607
1179,1210,54917
1180,1211,3727
1181,1212,7194
1182,1213,32663
1183,1214,36357
1184,1215,12457
1185,1216,1776
1186,1217,5220
1187,1218,2731
1188,1219,22146
1189,1220,20460
1190,1221,34188
1191,1222,25946
1192,1223,7695
1193,1224,4325
1194,1225,21085
1195,1226,2161
1196,1227,4735
1197,1228,10712
1198,1230,16371
1199,1231,7377
1200,1232,2665
1201,1233,13573
1202,1234,15675
1203,1235,8207
1204,1236,905
1205,1237,5063
1206,1238,2944
1207,1240,38612
1208,1241,2821
1209,1242,11608
1210,1243,4013
1211,1244,8527
1212,1245,6239
1213,1246,24954
1214,1247,18724
1215,1248,4823
1216,1249,8816
1217,1250,12634
1218,1251,3487
1219,1252,16929
1220,1253,6078
1221,1254,5360
1222,1255,2043
1223,1256,5556
1224,1257,5110
1225,1258,29931
1226,1259,22694
1227,1260,4636
1228,1261,8193
1229,1262,11265
1230,1263,11333
1231,1264,2420
1232,1265,37616
1233,1266,14802
1234,1267,8851
1235,1268,2976
1236,1269,6729
1237,1270,49595
1238,1271,8580
1239,1272,7930
1240,1273,2763
1241,1274,9175
1242,1275,11415
1243,1276,11533
1244,1277,3761
1245,1278,15594
1246,1279,2577
1247,1280,3181
1248,1281,4439
1249,1282,12290
1250,1283,5045
1251,1284,5720
1252,1285,10918
1253,1286,2090
1254,1287,8891
1255,1288,16558
1256,1289,2865
1257,1290,2316
1258,1291,37908
1259,1292,6281
1260,1293,9702
1261,1295,3217
1262,1296,6055
1263,1297,4194
1264,1298,6342
1265,1299,6803
1266,1300,3279
1267,1301,3748
1268,1302,12352
1269,1303,3460
1270,1304,15265
1271,1305,2540
1272,1306,1005
1273,1307,23074
1274,1308,21
1275,1309,30
1276,1310,350
1277,1311,153
1278,1312,298
1279,1313,110
1280,1314,40
1281,1315,56
1282,1316,43
1283,1317,288
1284,1318,153
1285,1319,21
1286,1320,13783
1287,1321,7530
1288,1322,272
1289,1323,390
1290,1324,227
1291,1325,261
1292,1326,557
1293,1327,2955
1294,1328,251
1295,1329,343
1296,1330,891
1297,1331,390
1298,1332,690
1299,1333,11707
1300,1334,2603
1301,1335,205
1302,1336,432
1303,1337,641
1304,1339,9765
1305,1340,2265
1306,1341,403
1307,1342,3546
1308,1343,9123
1309,1344,4095
1310,1345,9196
1311,1346,1655
1312,1347,8027
1313,1348,3968
1314,1349,105
1315,1350,5739
1316,1351,374
1317,1352,725
1318,1353,1979
1319,1354,3749
1320,1355,796
1321,1356,19202
1322,1357,7431
1323,1358,12700
1324,1359,3784
1325,1360,56
1326,1361,1627
1327,1363,1577
1328,1364,90
1329,1365,1031
1330,1366,1871
1331,1367,8825
1332,1368,38
1333,1369,95
1334,1370,16548
1335,1371,9369
1336,1372,10302
1337,1373,7079
1338,1374,15787
1339,1375,10358
1340,1376,12585
1341,1377,13401
1342,1378,6380
1343,1379,2809
1344,1380,16206
1345,1381,3458
1346,1382,964
1347,1383,130
1348,1384,117
1349,1385,6125
1350,1386,34
1351,1387,24188
1352,1388,4330
1353,1389,1900
1354,1390,1526
1355,1391,17814
1356,1392,1591
1357,1393,22960
1358,1394,15470
1359,1395,2096
1360,1396,11756
1361,1397,570
1362,1398,774
1363,1399,1353
1364,1400,30
1365,1401,1381
1366,1404,610
1367,1405,8407
1368,1406,352
1369,1407,16657
1370,1408,11946
1371,1409,5748
1372,1410,697
1373,1411,5505
1374,1412,261
1375,1413,338
1376,1414,1501
1377,1415,249
1378,1416,4749
1379,1417,686
1380,1419,1367
1381,1420,80
1382,1421,172
1383,1422,2681
1384,1423,163
1385,1424,23
1386,1425,2034
1387,1426,232
1388,1427,720
1389,1428,297
1390,1429,3188
1391,1430,185
1392,1431,2916
1393,1432,1286
1394,1433,62
1395,1434,56
1396,1436,62
1397,1437,305
1398,1438,5840
1399,1439,311
1400,1440,679
1401,1441,5677
1402,1442,676
1403,1443,22
1404,1444,127
1405,1445,1185
1406,1446,2064
1407,1447,586
1408,1448,48
1409,1449,5681
1410,1450,274
1411,1453,1461
1412,1454,722
1413,1455,161
1414,1456,528
1415,1457,2685
1416,1458,210
1417,1459,3438
1418,1460,728
1419,1461,2474
1420,1462,20
1421,1463,329
1422,1464,4630
1423,1465,906
1424,1466,11158
1425,1467,25
1426,1468,1075
1427,1470,49
1428,1471,85
1429,1472,378
1430,1473,212
1431,1474,1766
1432,1475,728
1433,1476,5422
1434,1477,328
1435,1479,7664
1436,1480,1764
1437,1482,468
1438,1483,2687
1439,1484,946
1440,1485,18777
1441,1486,82
1442,1487,1554
1443,1488,3301
1444,1489,427
1445,1490,306
1446,1493,197
1447,1495,689
1448,1496,318
1449,1497,736
1450,1498,1134
1451,1499,5961
1452,1500,13905
1453,1501,177
1454,1502,239
1455,1503,1207
1456,1504,123
1457,1507,358
1458,1508,182
1459,1509,188
1460,1510,19
1461,1511,143
1462,1513,7811
1463,1514,115
1464,1515,3577
1465,1516,430
1466,1517,23254
1467,1518,2911
1468,1519,106
1469,1520,133
1470,1522,33
1471,1523,326
1472,1524,17
1473,1525,314
1474,1526,738
1475,1527,33153
1476,1528,28
1477,1529,261
1478,1531,70
1479,1532,61
1480,1533,311
1481,1534,123
1482,1535,693
1483,1537,3598
1484,1538,114
1485,1539,274
1486,1541,2015
1487,1542,1973
1488,1543,65
1489,1544,15928
1490,1545,578
1491,1546,435
1492,1547,254
1493,1548,40
1494,1549,119
1495,1550,638
1496,1551,292
1497,1552,15116
1498,1553,29
1499,1554,1207
1500,1555,59
1501,1556,5175
1502,1557,20
1503,1558,27
1504,1559,9
1505,1561,37
1506,1562,9872
1507,1563,191
1508,1564,241
1509,1565,228
1510,1566,6999
1511,1567,72
1512,1568,7
1513,1569,10220
1514,1570,297
1515,1571,414
1516,1572,738
1517,1573,20129
1518,1574,106
1519,1575,144
1520,1577,34
1521,1578,16
1522,1579,36
1523,1580,40308
1524,1581,590
1525,1582,451
1526,1583,244
1527,1584,21638
1528,1585,192
1529,1586,6625
1530,1587,7015
1531,1588,4204
1532,1589,4815
1533,1590,7251
1534,1591,5351
1535,1592,1396
1536,1593,1522
1537,1594,2369
1538,1595,882
1539,1596,455
1540,1597,10142
1541,1598,848
1542,1599,526
1543,1600,626
1544,1601,604
1545,1602,401
1546,1603,3030
1547,1604,741
1548,1605,851
1549,1606,815
1550,1608,14737
1551,1609,693
1552,1610,22165
1553,1611,2495
1554,1612,390
1555,1613,229
1556,1614,4255
1557,1615,2451
1558,1616,3774
1559,1617,27749
1560,1619,4796
1561,1620,4378
1562,1621,618
1563,1622,54
1564,1623,1024
1565,1624,428
1566,1625,18647
1567,1626,705
1568,1627,2461
1569,1628,33
1570,1629,849
1571,1630,14
1572,1631,458
1573,1632,158
1574,1633,2165
1575,1635,5224
1576,1636,69
1577,1639,13576
1578,1640,468
1579,1641,15077
1580,1642,616
1581,1643,2409
1582,1644,7539
1583,1645,13496
1584,1646,768
1585,1647,628
1586,1648,1472
1587,1649,1354
1588,1650,379
1589,1651,130
1590,1652,71
1591,1653,21890
1592,1654,590
1593,1655,687
1594,1656,123
1595,1657,137
1596,1658,1761
1597,1659,84
1598,1660,1144
1599,1661,587
1600,1662,199
1601,1663,7964
1602,1664,61
1603,1665,3597
1604,1666,129
1605,1667,1022
1606,1668,271
1607,1669,272
1608,1670,657
1609,1671,245
1610,1672,3755
1611,1673,13777
1612,1674,10771
1613,1675,115
1614,1676,17245
1615,1677,158
1616,1678,4064
1617,1679,177
1618,1680,6735
1619,1681,2155
1620,1682,33731
1621,1683,1696
1622,1684,556
1623,1685,79
1624,1686,906
1625,1687,4714
1626,1688,4646
1627,1689,1999
1628,1690,11518
1629,1692,102
1630,1693,4599
1631,1694,2776
1632,1695,188
1633,1696,243
1634,1697,22
1635,1698,43
1636,1699,1063
1637,1701,2986
1638,1702,4527
1639,1703,678
1640,1704,38947
1641,1705,11
1642,1706,9
1643,1707,3029
1644,1708,11
1645,1709,18
1646,1711,4366
1647,1713,2353
1648,1714,31
1649,1715,93
1650,1716,27
1651,1717,7025
1652,1718,40
1653,1719,3510
1654,1720,46
1655,1721,37712
1656,1722,12328
1657,1723,48
1658,1724,32
1659,1725,130
1660,1726,2239
1661,1727,2132
1662,1728,213
1663,1729,12436
1664,1730,1688
1665,1731,795
1666,1732,27826
1667,1733,501
1668,1734,1715
1669,1735,2819
1670,1738,11
1671,1739,593
1672,1740,11
1673,1742,22
1674,1743,46
1675,1744,444
1676,1746,450
1677,1747,10077
1678,1748,12170
1679,1749,89
1680,1750,330
1681,1752,1653
1682,1753,2462
1683,1754,3805
1684,1755,580
1685,1756,468
1686,1757,570
1687,1759,351
1688,1760,2633
1689,1762,1392
1690,1764,9
1691,1765,20
1692,1767,211
1693,1768,48
1694,1769,2540
1695,1770,194
1696,1771,349
1697,1772,2743
1698,1773,118
1699,1774,9
1700,1776,11
1701,1777,14009
1702,1779,6106
1703,1780,124
1704,1781,8
1705,1782,33
1706,1783,1169
1707,1784,23145
1708,1785,1265
1709,1787,18
1710,1788,623
1711,1789,12
1712,1791,476
1713,1792,4658
1714,1793,115
1715,1794,1102
1716,1795,51
1717,1796,30
1718,1797,1725
1719,1798,298
1720,1799,2137
1721,1801,6176
1722,1804,740
1723,1805,7409
1724,1806,1022
1725,1807,150
1726,1809,1085
1727,1810,3672
1728,1811,77
1729,1812,207
1730,1814,219
1731,1815,10
1732,1816,658
1733,1817,85
1734,1819,19
1735,1820,57
1736,1821,1524
1737,1822,161
1738,1824,435
1739,1825,193
1740,1826,397
1741,1827,979
1742,1829,252
1743,1830,9
1744,1831,7338
1745,1832,45
1746,1833,2468
1747,1834,4201
1748,1835,5274
1749,1836,1463
1750,1837,460
1751,1839,497
1752,1840,1561
1753,1841,693
1754,1842,21
1755,1843,40
1756,1844,641
1757,1845,2268
1758,1846,294
1759,1847,1
1760,1848,1411
1761,1849,46
1762,1850,97
1763,1851,14
1764,1852,12
1765,1853,151
1766,1854,386
1767,1855,742
1768,1856,583
1769,1857,217
1770,1858,1262
1771,1859,441
1772,1860,477
1773,1861,93
1774,1862,2014
1775,1863,960
1776,1864,101
1777,1865,390
1778,1866,1598
1779,1867,239
1780,1869,426
1781,1870,353
1782,1871,62
1783,1872,67
1784,1873,2774
1785,1874,175
1786,1875,968
1787,1876,11666
1788,1877,43
1789,1878,138
1790,1879,214
1791,1880,311
1792,1881,687
1793,1882,8017
1794,1883,4686
1795,1884,10489
1796,1885,3954
1797,1886,75
1798,1887,544
1799,1888,2835
1800,1889,1586
1801,1890,61
1802,1891,108
1803,1892,4192
1804,1893,178
1805,1894,4927
1806,1895,3058
1807,1896,254
1808,1897,972
1809,1898,98
1810,1899,84
1811,1900,810
1812,1901,63
1813,1902,266
1814,1903,48
1815,1904,880
1816,1905,44
1817,1906,235
1818,1907,11107
1819,1908,42
1820,1909,11435
1821,1910,276
1822,1911,7143
1823,1912,7438
1824,1913,1751
1825,1914,2505
1826,1915,29
1827,1916,3058
1828,1917,22671
1829,1918,8818
1830,1919,810
1831,1920,3919
1832,1921,9913
1833,1922,208
1834,1923,25144
1835,1924,2210
1836,1925,340
1837,1926,176
1838,1927,2537
1839,1928,154
1840,1929,736
1841,1930,78
1842,1931,1795
1843,1932,275
1844,1933,204
1845,1934,888
1846,1935,913
1847,1936,702
1848,1937,531
1849,1938,1142
1850,1939,1857
1851,1940,677
1852,1941,797
1853,1942,876
1854,1943,502
1855,1944,2797
1856,1945,5880
1857,1946,1262
1858,1947,8547
1859,1948,1232
1860,1949,2064
1861,1950,3492
1862,1951,2176
1863,1952,6394
1864,1953,8571
1865,1954,16918
1866,1955,5038
